path,label,features_pca_array
s3://p8-data-bastien/Test/Plum 3/133_100.jpg,Plum 3,"[ -8.19395055   0.55261343 -20.85949076 -23.00648852  -2.94815693
  -3.857285     8.38365492  -1.48045832   4.44013249   3.96066127
   0.80382065   1.95554683  -6.54876861   3.31664145   3.41087542
  -4.19661018  15.37682503   3.22772478 -12.89401932  -5.67840068
  -7.48997198   5.17930976  -5.89402194   2.40665182  -4.27255751
   0.06230573  -0.10791869   0.18166278   1.5337129    4.24757417
   1.33392792  -2.85403264  -0.84142605  -5.18562888  -4.56798323
  -0.89823934  -2.44424298   3.41598543  -3.12325975  -1.76706271
   2.29765025   1.10739086   2.55101334   1.52238683   4.26797054
   1.11543625   1.82417251  -2.80221743  -0.52781013  -1.65027266
  -3.04414611   0.94903782   0.8934242    2.34762511  -4.86341318
   2.64443498  -1.61687852   2.74862938  -2.24165603  -1.62102334
  -1.66801514   0.43059179  -0.25589553  -0.62493257  -3.03896047
   0.83239775   1.99574696   3.15089084  -2.33689034   1.89668505
  -0.91020965   1.12175688  -0.46239724   0.52292166   1.29923675
  -0.04949803  -0.06796091  -1.54014483   0.1105235    1.65034087
  -0.20238222  -1.01039574  -0.84335148   0.29241821  -1.66085411
  -0.71237855  -0.80909851  -0.89579769  -0.36181482   1.15963199
   1.47913386  -2.15763824   0.23327901  -0.35692171   0.91607171
  -2.14182601  -2.1156717   -0.66817693  -0.4617533    0.96587125
  -0.6904024    1.11425852   0.20488476   0.81536664  -0.17475865
  -0.21532252   1.38049817   2.41051759   0.69788345   1.81943553
  -1.26500393  -2.09658623   0.50958789   0.91665647  -0.21204489
  -0.97688056   2.64576488   0.08830761   0.16754408   1.01949107
  -1.36032276  -0.55641204   0.96558607  -1.78034742  -2.53303515
   2.26135593]"
s3://p8-data-bastien/Test/Apple Red 3/r_69_100.jpg,Apple Red 3,"[ 6.01053064e+00 -4.41676683e+00 -6.00401476e-02  2.50989802e+00
 -1.22312123e+01  2.71044708e+00 -1.69328680e+00  3.82239718e+00
  2.83987175e+00  4.15085571e+00  4.44002731e+00 -8.37519492e-01
 -5.33542774e+00 -5.59578085e+00  9.95032050e-01  8.29188342e-01
 -1.54958463e+00  3.07564777e+00  3.19467343e+00 -2.29099333e+00
 -4.12972582e+00  1.36131885e+00 -5.39460830e-01 -3.29921441e+00
 -1.37258394e+00  1.00799746e+00  8.31718523e-01  1.79185866e+00
 -8.20734974e-01  1.55711636e+00 -1.93836939e+00 -1.86799697e+00
  6.48659095e-01  1.95722775e+00  5.76066082e-01 -6.23811475e-02
  1.77139205e+00  2.71111335e-01 -1.54895327e+00 -1.06551318e+00
 -1.58402629e+00  1.24809515e+00 -2.39728628e-01 -2.33048083e-01
 -7.18329458e-01 -1.33720265e-01 -1.68042230e-01  7.26436783e-01
  1.19603938e+00 -5.47310938e-01 -1.06186285e-01 -3.15515261e-01
  8.31926767e-01  2.37630531e-01 -1.53892404e+00  1.52595229e+00
 -4.19938928e-01 -8.27208383e-01  1.21704556e+00 -1.61144011e+00
  2.10738254e-01 -1.58696481e+00  4.74641808e-01 -2.77836977e-01
  2.90004510e-02 -1.09219267e+00  2.57985097e-01 -1.04106187e+00
  1.21826363e+00 -8.57890769e-02 -8.39093304e-02  2.81645655e-01
  4.89575864e-01  7.70303880e-01 -8.25447149e-01  4.78843443e-01
  4.92929091e-01 -1.19941719e+00 -1.36959985e+00  9.45825113e-03
 -4.03476396e-01 -5.53009686e-01 -1.63687485e+00 -1.47270372e+00
  6.87905749e-01  4.49541165e-01 -1.26224831e-01 -3.60364544e-01
  1.82370039e-01 -7.16032628e-02 -6.90846441e-01  1.06939611e+00
 -6.64667222e-01  2.94799388e-02 -9.20891417e-01  2.11779146e-01
 -3.58516076e-01  1.03846533e-01 -3.22077337e-01  2.83084236e-01
  1.18727222e+00  1.33643791e-01  9.29315002e-01  9.44582715e-01
 -1.69218744e-01 -1.21899223e+00 -3.55378163e-01  2.36253670e-01
  1.79723139e-01  4.01776025e-01  2.56059678e-01  2.79310824e-03
  4.13270951e-01 -7.14146183e-02  4.14130572e-01 -2.41509665e-03
  1.17762458e+00 -7.70450557e-01  5.69696291e-01 -3.17695482e-01
 -2.49441729e-01 -1.11993065e-01 -1.63738005e-01 -1.73658834e-02
  3.84579424e-01  4.65948624e-02]"
s3://p8-data-bastien/Test/Lemon/67_100.jpg,Lemon,"[ 6.31729246e+00 -1.09040204e+01 -1.05207599e+00  6.39213908e+00
  1.07573775e+01 -4.09470796e-01 -1.80339006e+00 -2.73899642e+00
  5.88656345e+00 -5.64940608e+00 -8.78957936e-01 -1.13566903e+00
  1.04043315e+00 -1.85443219e+00 -1.46250929e-01  1.48965030e+00
  2.48109693e+00  1.46994697e+00  2.89267506e+00 -9.27562809e+00
 -4.10371555e+00  2.40786051e+00  2.21616861e+00  5.10558852e-01
  3.39384279e+00 -3.09961401e+00  2.44756742e+00 -5.29445448e+00
  8.82224233e-03  7.64642024e-01 -1.22643199e+00 -1.78523177e+00
  4.92124952e+00  6.55625309e-01 -3.60651862e+00 -2.39671532e+00
  4.41118875e+00 -8.87248956e-01  1.70151140e+00 -4.37666276e-01
 -2.30169914e-02 -1.22520858e+00 -1.45912215e-01 -1.57806133e+00
  1.40456661e+00 -4.03112702e-01 -8.16499120e-01 -8.01993122e-01
  6.06017205e-02  7.73779315e-01  1.27277399e+00  1.51638806e-02
 -2.36066440e-01 -1.05491175e-01  9.79250772e-01 -1.04729573e+00
 -1.02218569e+00  2.75029972e+00  3.97935799e-01 -5.84665486e-01
  6.42309072e-01  7.14965460e-01  6.60448151e-01 -8.61451408e-01
  4.01641506e-01 -2.93277794e-02  3.15783497e-01 -5.00730101e-01
 -6.53867484e-01 -5.49713088e-01 -1.01969481e+00  3.57237871e-01
  7.36425367e-02  2.81373678e-01 -9.55271867e-01  1.03920161e+00
 -1.25935053e-01  3.95314349e-02 -4.84862997e-01  3.01413377e-01
 -2.12547976e-01 -9.22368534e-01 -2.35975620e-01  2.02092001e+00
 -3.36101883e-01 -1.08736383e+00  1.45859211e+00 -1.22554072e+00
  4.33902148e-01 -1.25278576e+00  6.91770068e-01  4.54405328e-01
  6.66059877e-01 -2.89099654e-01  6.13115915e-01  1.50453055e+00
 -2.31310878e-01 -2.18978648e-01 -3.57932845e-01 -9.72150967e-01
  2.51187001e-01 -2.24919328e+00  1.21967750e+00  6.47649586e-01
 -1.99316909e-01  3.26791127e-01 -3.50919851e-01 -1.59223604e+00
 -9.70479669e-02 -7.30076261e-01  1.63324837e+00 -7.40675796e-01
  9.80591961e-01  6.83334068e-01  5.61441721e-01  1.19251221e+00
  1.13295200e+00  3.38415093e-01 -2.55583999e-01  1.64149121e-01
  5.68734282e-01 -3.14915718e-01 -2.92065375e-02 -4.82427466e-01
 -1.01452946e-01 -2.45284136e-01]"
s3://p8-data-bastien/Test/Pear/r_98_100.jpg,Pear,"[  2.7176449  -12.90827843  -2.6802983    3.82132938  10.36448949
  -4.2705314   -6.769793     5.64831671  -6.19126172   6.31523361
   0.54455817  -0.98337794  -0.83712933   0.24592283   3.24819424
  -0.87194068   0.49870216   3.6392158   -0.45000021   0.44993419
  -1.0689617   -1.50010641  -0.8992867   -1.87326383   0.47981167
   1.52400164   6.86980165  -5.93177334   0.31470576   0.59594808
   8.81180582  -5.12964151  -2.25959444   4.59422504  -2.91043883
   1.41032561  -4.41850719  -0.78224781   2.09041739   2.87661106
  -1.6736003    4.89176642   2.87839236   1.97252738   1.6174601
  -2.15514343   3.38607613  -0.77862538  -3.50591378  -0.47785156
   1.14338112   1.42337235   5.56708656   1.39428601   1.10737039
   0.89991452   2.44931338  -1.60276342  -4.41602129   3.56937633
  -1.86082227   4.44173064   7.21488019   8.51234644   3.14546025
   0.52978532  -7.70492556  -3.66007027   0.83088957   0.27784144
  -1.6351205    2.04083037  -2.56361026   0.86053339   0.49440013
  -1.14227383  -3.68902276  -3.42055505  -7.68600784  -1.63688418
  -3.22097114   1.28117813  -2.15769566  -0.93059129  -1.21258355
   1.88639364   0.49600869   1.20410671  -1.23105477  -1.90971386
  -0.17308932   0.51472033   0.28581211   2.40083436   1.94830749
  -0.33562654  -1.95862179  -1.26985622   1.94075819  -0.61008083
   0.59156779   0.21471539   0.04749833   0.37712505   1.08519581
   0.38839562  -0.42852411   2.13045445   0.34416533   0.73185989
   1.11814706   0.42730006  -1.76303025   0.294331     0.79016423
   0.3740287   -0.58338795  -0.66562304  -0.14063472  -0.26673493
  -1.4246134    0.66832233   0.06561697  -0.08113896   0.15297267
   0.25413565]"
s3://p8-data-bastien/Test/Grape White 3/r_65_100.jpg,Grape White 3,"[ 1.44201981e+00 -6.40633189e+00 -7.98342755e+00 -1.83078858e+00
  9.24960397e+00 -5.49346719e+00  5.08243597e+00  4.49934540e+00
  1.25518204e+01  1.00321496e+01  3.59972350e+00 -4.25584828e+00
  6.89610920e-01  5.06359441e+00 -6.55536248e+00  2.93954476e+00
 -4.57289163e+00  2.87589244e+00 -1.59490638e+00 -1.50089342e+00
  1.00711521e+00 -4.68965493e+00  5.85588193e+00  2.30323371e+00
  3.04794950e+00 -2.57331479e-01 -9.54897127e+00  4.07816427e+00
 -2.83916193e+00 -9.87943761e-02  3.39406938e+00 -5.51309092e+00
  1.02879286e+00 -2.05440182e+00 -6.04960142e+00 -6.64342452e+00
 -4.70430432e+00  8.20326115e-01  1.24438393e+00 -1.62916467e+00
  3.74598206e-01  9.95445161e-01 -4.78254307e-01 -3.51168765e-01
 -1.22633990e+00  1.22660862e+00  3.54924498e+00  2.40981082e+00
 -2.81461346e+00 -1.99271394e+00  2.15762376e+00  1.45088718e+00
 -1.80266919e+00  1.74998678e-01  4.70511957e+00 -1.30539844e+00
 -1.79265863e+00  3.92658337e-01  6.71758795e-02  1.39321608e-01
 -1.76134029e+00 -2.25777456e+00 -1.82302892e+00 -2.15955925e+00
 -6.38079079e-01 -6.45963650e-01 -3.94249309e+00 -2.17726982e+00
 -4.41015044e-01  1.06448351e+00 -1.98158235e+00 -4.49614200e+00
  1.65881292e+00  9.33574103e-01 -1.88948199e-03 -3.75958317e+00
  3.53270427e+00  8.84675694e-01 -2.20015865e-01  8.47245294e-02
  4.61107955e-02  7.49792377e-01  1.94238384e+00 -9.11092776e-02
  2.25664940e+00  2.77709032e+00  2.17403616e+00 -1.37478703e+00
  1.05267522e+00  7.10828330e-01 -2.02424549e+00  1.99015921e+00
  5.72737602e-01  7.19892701e-01 -1.26162492e+00 -1.80454821e+00
  3.53489324e-01 -5.34371119e-01 -2.44171968e+00 -1.54212884e-01
  1.16582463e+00  5.75167628e-02  4.50171122e-01 -9.66099051e-01
  1.13803572e+00 -6.67727329e-01  7.30305785e-01  1.77046212e-01
 -1.53122705e+00  1.57879458e+00 -4.35384917e-01 -7.17611263e-01
 -6.25222014e-01 -4.10406780e-01 -1.11949069e-01  6.51356759e-01
 -7.74099778e-01 -1.44487200e+00  2.38636838e-01  1.52000663e+00
 -8.03960012e-01  6.53025859e-01  1.07610432e+00 -1.05665546e-01
 -3.61473554e-01 -8.22057962e-01]"
s3://p8-data-bastien/Test/Apple Red 3/75_100.jpg,Apple Red 3,"[  4.26618783  -7.74006036   2.0114431    5.45670842 -13.96933907
   0.05425958  -1.07425847   3.39972264   3.86052289   2.34062893
   1.7106231    0.7777615   -1.11766814  -2.58310878  -4.68345514
  -1.56510443   2.09895775  -2.51058612  -1.26794334  -1.51937343
   1.17514558  -0.15348203   1.34261353   0.05324967  -2.10070487
  -0.60377433   0.29376001   0.37335775   1.57259654  -1.65859585
   1.45368071   0.50685944  -0.33259034  -3.1231458    0.44319778
  -2.36412073   1.55093221  -4.03086758  -0.79489993  -1.26108846
   0.12477532   0.13274277  -2.26912055  -0.0777768    0.21495859
  -1.49853659   0.57297704  -0.89057928  -1.82190737   0.17234268
   3.08860732  -0.46868423   3.11224048   3.44931127   2.81847131
  -2.19301064  -1.1486179   -1.33227786  -0.882172     1.14193111
   1.72573248   3.00653249  -4.1058372    0.59932903  -2.77057846
   2.12433356  -1.69186204   0.66946061  -0.14366837  -1.26350022
   1.62828632  -1.73821436  -1.51306034   2.0009663    2.41866836
   1.60643735  -2.64589559   1.09611897   1.38453401   0.83573207
   2.5493282    0.0416915   -0.40082226   1.61671349  -0.10006612
  -0.04319885  -0.25965579   1.34707557  -0.09651139  -1.63440762
  -0.43085123  -0.54819706   1.72359006   0.09523035  -0.81343022
   0.64823517   0.93894837  -0.33825359   0.78493996  -1.68822154
   0.29607624   0.01738573  -0.33863245  -2.35489273  -1.58985108
   1.08553533   0.05800163   1.01167399   0.23174458   1.28032702
  -0.26815892   0.61655607   0.02008549   1.94360862   0.91536501
  -1.73866389   0.24245156   0.83202012   0.48023908   0.17168715
   0.26546455   0.34577573  -0.81573099  -0.27848302  -0.15735422
  -0.15272786]"
s3://p8-data-bastien/Test/Pear/87_100.jpg,Pear,"[ 2.07956866e+00 -1.64500538e+01 -3.60325493e+00  4.57892005e+00
  9.28466555e+00 -6.18712983e+00 -1.77937789e+01  6.23818860e+00
 -6.18072943e+00  8.11277974e-01 -8.79579325e-01  5.84109154e+00
 -8.64760349e+00  6.02005327e+00 -5.70402988e+00  3.65264481e+00
  1.04657414e+00 -2.89528099e-01 -2.19570242e+00  3.19630581e-02
  1.09689272e+00 -2.31082673e-01 -1.15935909e-01 -2.97715706e+00
 -1.20418702e+00 -5.51249911e-01 -2.40314877e-01 -6.33940781e-01
 -3.47413695e-01  3.69183983e-01  1.59593348e+00 -5.67877207e-01
 -9.36818357e-01 -1.31789120e+00 -1.44774461e+00 -3.36187794e-01
 -5.54859509e-01 -1.70684402e-01 -6.08881642e-01 -2.97783971e-01
  2.35043425e+00 -2.17456583e+00  6.29958133e-02  4.91828451e-01
  9.33274840e-02 -2.14313908e+00  4.64884950e+00 -1.47194459e-01
  1.66104318e-01  1.93276070e+00 -2.38070544e-01  1.13491724e+00
  4.85824360e-01  1.80789505e+00 -5.18935196e-03 -2.05008068e-01
  1.62957766e+00 -7.88779624e-01  1.31888608e+00  9.42661394e-01
 -2.26920398e+00  5.33406724e-01  1.73753489e-01  2.12540113e+00
 -5.78702990e-01 -5.13954590e-01 -1.59315580e+00  3.77140610e-01
  1.42506253e-01  1.93354036e-01  2.31801263e-01  3.18755371e-01
  1.26293735e+00 -1.82406323e+00  2.44757522e+00  1.28617865e+00
  4.62000884e-01  1.65975554e+00  2.36424039e+00 -9.77192662e-01
  2.31470806e+00  1.15890845e-01  7.43414621e-01  3.73423995e-01
  9.13581978e-01 -1.85638012e+00 -3.11765424e+00  4.88287547e-01
  1.36167628e+00 -1.98963135e+00  1.32962209e+00  3.86538458e-02
 -1.87161280e+00 -9.27807053e-01 -1.28372878e+00  1.06614568e+00
  5.55949479e-01  1.08643660e+00 -9.50363949e-01  1.90882911e+00
  7.44823819e-01 -2.47071700e-01  1.51809063e+00 -4.58209858e-02
  1.04590467e+00  1.29592863e+00 -3.68130467e-01 -2.21338797e+00
  1.76199120e+00 -2.24751912e+00  1.59709592e+00 -3.68951094e-01
  1.31123469e+00  3.30601661e-01  7.48235020e-01 -5.92934769e-01
  1.29642567e+00 -6.28559947e-02  1.33139648e-01  1.00794074e+00
  9.53406068e-01  8.12081415e-01  2.97663528e-01  5.18366256e-01
 -3.71520278e-01  1.07620882e-01]"
s3://p8-data-bastien/Test/Tomato Cherry Red/62_100.jpg,Tomato Cherry Red,"[ 10.14495527  26.27952592   9.42670079  -4.95587863   6.60214265
  -3.44856653 -10.650912     3.04571523   8.02066328  -0.13886486
   2.58198162   0.56238377  -1.19221234  -4.03902659  -3.37936902
  -1.87043475   2.05479517  -2.24253384  -2.34621932  -0.40963287
   1.89922281   0.71233455   2.55586769   8.68243468   0.47948768
  -2.12856802   0.24471542  -0.85244972   0.79800317  -3.56889077
   0.23362439  -3.65997575  -8.679638     1.68870855  -1.88810607
   1.4854775    4.96461532   1.90650667  -2.08772607   0.10153322
   1.13916682  -0.90205347   0.23799652   2.54395427  -0.86714508
   0.64012284  -1.25685385  -0.56771235   0.82274838  -0.43159698
  -0.93658029  -2.11159246   1.1029892   -0.6723893    0.94678769
  -0.10683901   0.09196573  -0.57812234   0.73855419  -1.07174021
   0.30818278  -0.03630393   0.1773619   -0.48638319   0.16785518
   0.52961717  -1.17220744  -1.42931449   0.03758651   0.88141522
  -0.43618607  -0.47692771  -0.35614532   0.87420267  -0.49195511
   0.18813115  -0.58624063  -0.30223247   0.38382022   0.15043361
   0.34622896   0.41493016  -0.07054401  -0.55938526  -0.03745612
  -0.06503257  -0.27587503  -0.17359526   0.24357929   0.82600245
  -0.88845618   0.53791566  -0.67328536  -0.22633806  -0.7054161
   0.94086946  -0.63461676  -0.21992852  -0.49832398   0.61670888
  -0.04498746   0.28185779  -0.11511534   0.08766006  -0.25938913
  -1.35056996  -0.88948702  -0.89956547  -0.27684302  -1.12259416
   0.49570357  -0.47825892   1.4302333   -0.47708328  -1.41617724
   0.52504289  -1.07580363   0.22829448  -0.74196249   0.43672135
  -0.27792129  -0.1068782   -0.11134597  -0.90400311  -0.27224975
   0.34240182]"
s3://p8-data-bastien/Test/Cherry 2/83_100.jpg,Cherry 2,"[ 7.68572517 14.98165882  7.18567145 -0.65470567 -0.20477951 -3.09796127
  1.83295421  0.21501777 -2.92877124  5.09799308 -1.29866557  0.94166296
  4.1409401   6.27789596 -4.90143258 -0.3932915   5.82763795 -2.20536221
  3.05512968 -4.69268822 -2.92401812 -0.35766577  6.53730524 -1.68261654
  2.65329466  5.78368738  0.50187073  0.87512983  1.0472749  -0.47291755
  3.2422235   0.70345752 -4.18390356 -2.3340172   2.71925346  1.60499294
 -1.63921271 -0.75057896  0.99368598 -2.92226115 -1.16069706 -0.39047912
 -5.24762647 -2.14170937 -0.2249503  -1.03637171  0.29818561 -2.01891895
 -1.55698899  1.91320101  0.81406141  1.02103077  0.17221404  0.96186752
 -2.45687212  1.28117201 -0.99666988 -0.82635782 -1.84436232  1.4274122
  2.04017841 -0.49697636 -0.68468545  1.341735    0.68884457  0.41114081
  0.9097056   2.48874626  1.00559469 -0.34279477 -1.63968187  0.02030427
 -0.66193112  1.1212675  -0.48604823  0.37738659  0.63393579  1.61808006
 -1.13751732 -0.43812907 -0.76893652 -1.08624025 -0.41600923  1.14218576
  0.76078437  0.58740336  0.51499174 -1.7842065  -0.37617602  1.03178864
 -0.03229615  0.17552921  0.1844171   0.18889753  0.29482306  0.27971115
  0.61513144 -0.88078139 -0.77454088  0.44585827  0.84048603 -0.63454784
 -2.06748567  0.83692225 -0.17616735  0.61957724  0.22632605 -0.67379155
 -1.50722629  0.60001323 -0.27558041 -1.37750981  0.92687829 -0.99132296
  0.94595948  1.07374233  1.34317675  0.02146244  0.40589472 -1.37057832
  0.30638816  1.22322295 -1.24614424  0.58089369  0.94540715 -0.36816567]"
s3://p8-data-bastien/Test/Peach/73_100.jpg,Peach,"[ 6.13490606e+00 -6.49040640e+00  1.95251270e+00  3.48248823e+00
 -7.87321765e+00  2.27296052e+00  3.86724734e+00 -3.01787997e+00
  5.75855241e+00 -9.60288521e-01  3.48620960e-01  1.11450585e+00
 -2.45380107e+00  2.32922795e-01 -4.84026107e+00 -7.93322062e-01
  1.06344801e+00 -7.71151544e+00  4.00121380e-01  2.83105428e+00
  4.15213610e+00 -1.87809947e+00  1.04209715e+00 -9.04061179e-01
 -4.51920715e+00  3.51873699e-01  3.12358184e+00  4.27763453e-01
  1.10900575e+00  1.30102287e+00  3.16285732e-01 -1.39262045e+00
 -2.03166501e-01  3.17263997e-01 -1.81849237e-01 -2.08692406e+00
  2.15302089e+00 -3.01964058e-01 -2.90819853e-02  1.12674188e+00
 -1.75155383e-01  1.71429014e+00 -1.39436005e+00  2.86350895e-01
 -2.30579678e+00  1.07802998e+00 -8.19500262e-01 -2.23129146e-01
  1.27084779e+00  6.00500750e-01  6.85165864e-01  4.03470508e+00
 -2.02639803e+00 -7.78737902e-02 -2.03556833e+00  7.70832921e-01
 -2.95904409e-01  1.31347257e+00  4.99622733e-01 -2.12367076e+00
 -3.60988631e-01 -6.23399076e-02  1.79231352e+00  4.89849787e-02
  1.08458393e-01  2.65685722e+00 -1.02637238e+00 -1.03108376e+00
 -9.12838331e-01 -3.22786284e-01 -6.50627150e-01  1.01303558e-01
  1.41323210e+00  1.24681455e-01 -3.94316200e-01 -2.05218549e+00
 -5.29797679e-01  2.06011039e-01  3.09777878e-02 -6.61561275e-02
 -5.55444951e-02  1.72153967e-01  9.67784649e-01  5.16411062e-01
 -8.88452285e-01 -3.73761291e-01  6.11061761e-01 -4.05530020e-02
 -2.05214433e-01  8.16023204e-02  2.93637403e-02  7.21463306e-03
  5.67441951e-01  1.85576826e+00 -1.46388231e-01 -1.37535318e-01
  4.49136868e-02 -1.60225221e+00 -1.09922496e+00  5.99276085e-02
  3.77280733e-01 -1.02783471e+00 -3.28446967e-01 -1.04080585e+00
 -1.08558459e-01 -1.25933143e+00  4.35762125e-01 -1.03451474e+00
  5.95343599e-01 -1.41744038e-02  2.38033671e-01 -3.79652147e-01
  8.53082835e-01  8.43387512e-01  1.47602646e+00  3.30908034e-01
  7.11807385e-01  6.18600714e-02  4.84299754e-01 -7.63465190e-01
  8.88563618e-01  6.25106863e-02 -2.77035933e-01 -2.72454976e-01
  7.85045433e-01 -1.03156417e-01]"
s3://p8-data-bastien/Test/Cherry 2/r2_300_100.jpg,Cherry 2,"[ 8.25538462e+00  1.65935345e+01  6.70930286e+00 -2.29143334e+00
  2.21048710e+00 -1.04689072e+00  1.06710387e+00  7.51602833e-01
 -1.27637892e+00  2.49647668e+00 -3.51293263e-01 -2.13725045e-01
  1.77751280e+00  3.09099832e+00 -2.53335654e+00 -1.08640539e+00
  4.26721809e+00 -1.69561555e+00  2.00811552e+00 -2.57037100e+00
 -3.60840191e+00  1.75518056e+00  4.59346166e+00 -2.08096156e+00
  4.05936546e-01  3.15345268e+00  8.69791541e-01 -3.61376940e-01
 -3.44480034e-02 -1.81619859e-01  1.02688660e+00  2.49561146e-01
 -1.92040809e-01 -2.36390561e+00 -3.33181875e-01  1.92088452e+00
 -2.12065921e+00 -1.72829241e+00  9.72298079e-01 -2.52290877e+00
 -3.45797332e-01 -4.78028735e-01 -5.00147551e+00 -4.70175032e-01
 -2.29413834e+00  2.80466155e-01 -2.06895148e+00  6.77036242e-02
  1.17602506e+00  5.95000603e-01  1.61403674e-01 -1.61050908e-01
 -6.56813340e-01 -1.62743640e+00  9.19710577e-01  1.11735446e+00
  5.20513330e-01 -7.37573308e-01 -1.64921953e+00  1.21348686e+00
 -2.77997253e+00 -3.82659215e-01  7.65690607e-01 -3.57369654e-02
 -8.66387235e-01 -9.95424107e-01 -1.14599000e-02  2.79322262e-02
 -8.06114316e-01 -8.15385532e-01  8.25147977e-01  1.63409670e+00
 -1.20195238e+00 -2.72331254e+00 -1.22930867e-01 -2.45181846e+00
 -1.10273543e+00 -1.55209198e+00  8.13127939e-01  1.64600754e+00
  9.21634206e-01  5.75569845e-01 -1.69679394e-01  5.23606558e-01
  3.64537947e-01  6.82723987e-01 -1.31285279e+00  1.90886557e-01
 -4.12307580e+00  1.05674878e+00 -3.33565311e-01  1.37130096e+00
 -3.66963238e-03 -4.64442053e-01 -1.57010404e-01 -1.65619953e-02
  8.13998339e-01  1.62893609e+00  2.49992549e-01 -2.59229144e-01
 -1.73165619e+00  3.71362671e-01  1.73826596e+00 -1.02729321e+00
  9.08232643e-01 -1.64767527e+00 -3.02396169e-02 -1.43233545e+00
  1.33048508e+00 -3.32773204e+00 -8.00597224e-01 -1.17801770e+00
 -3.83476366e+00  1.76097529e+00 -3.74387263e-01 -3.16771572e+00
 -3.24833678e-01  8.25208333e-01 -1.25718847e+00 -3.15004559e-01
 -1.56054031e+00 -1.36186149e+00  2.66484058e+00 -1.54564601e+00
 -3.01076980e-01  1.84600717e+00]"
s3://p8-data-bastien/Test/Cherry Rainier/r_53_100.jpg,Cherry Rainier,"[ 2.02349247e+00  5.60092844e+00  3.86201566e+00 -2.13415900e+00
  9.19123352e+00  4.96175338e+00  1.22720223e+01  3.89864209e-01
 -1.58360555e+01  7.88211017e+00  3.00999006e+00  6.77958664e-01
 -5.55349533e+00 -1.13896859e+01 -5.73128655e+00  1.50150926e+00
 -3.83635960e+00  1.08452579e+00 -3.41939633e+00 -5.32465725e+00
  6.70566510e+00 -1.86533223e+00 -4.63310054e+00  4.95694210e+00
  4.42501712e+00  3.66478283e+00 -1.19696553e+00 -3.45791387e-01
  2.19047521e+00  2.32334314e+00 -2.08575077e+00  1.30813311e+00
  7.62504063e-01 -6.99002456e-01 -1.87384401e+00  9.92237721e-01
  1.16626945e+00 -1.04680906e+00 -1.57011376e+00 -1.50742442e-01
 -3.84842742e+00  2.74092777e-01  6.95396071e-01  1.48366661e+00
  3.86106835e-01 -2.74512871e+00 -2.15435534e+00 -3.53656603e+00
 -1.95832627e+00 -1.02421593e+00  1.28192939e-01  6.04146321e-01
  9.76564863e-01  2.05755633e+00 -1.52417354e+00 -8.28909712e+00
  3.42078807e+00  3.21302867e-01  2.52028867e+00 -2.13168781e+00
  1.54324637e+00  5.03772613e-01  2.38618961e+00  4.91779866e-02
 -1.52000342e-01 -2.48003222e+00 -6.70066319e-01  1.24272724e+00
 -2.91388614e-01 -6.99013311e-01 -5.47753487e-01  1.72629285e+00
 -1.13406365e+00 -1.07624946e+00 -1.89487680e+00 -2.52142075e+00
 -4.95838119e-01  8.14136055e-01  1.71841183e+00  1.71712570e+00
  1.27075153e+00  2.45174246e-01 -2.87051088e-02  3.62946118e-01
  1.23699310e+00  4.49557604e-02 -1.86661058e-01 -1.46978389e+00
 -1.32602487e-01 -3.12910764e-02 -1.67511538e+00  3.20836970e-01
  3.45565163e-01 -1.67321113e+00 -1.35384916e+00  1.05972192e+00
  1.29292185e+00 -1.22488860e+00 -1.07515499e+00  1.60990494e+00
  8.71140305e-01  4.40632945e-01 -8.49866040e-02  1.17433918e+00
 -2.80503475e+00 -2.10944043e-02 -6.28187900e-01 -1.62136367e-01
 -3.63140264e-02 -8.62806758e-01  1.79120376e+00 -1.67224628e+00
  9.96085049e-01  6.13501011e-01 -1.82634645e+00 -3.15926422e-01
 -2.36153467e+00 -1.87131818e-02 -1.65424700e+00  1.65085004e+00
 -2.76378744e-01  3.72704910e-01  7.90455333e-01  2.63886986e-03
 -8.15192576e-01  1.71484054e+00]"
